problem_id,ev_A,ev_B,ev_diff,max_value_A,max_value_B,max_value_diff,min_value_A,min_value_B,n_outcomes_B,has_safe_option_A,has_safe_option_B,ev_max_conflict,higher_ev_option,higher_max_option,feedback,ambiguity,corr,block,bRate,bRate_std,options_A,options_B
6544,30.0,38.25,-8.25,30.0,65.0,-35.0,30.0,-42.0,2,True,False,False,B,B,True,False,0,4,0.4266666666666668,0.3011090610836324,"[[1.0, 30.0], [0.0, 30.0]]","[[0.25, -42.0], [0.75, 65.0]]"
6549,16.2,8.5,7.7,29.0,12.5,16.5,-3.0,7.0,7,False,False,False,A,A,True,True,1,4,0.5249999999999999,0.4187282332651256,"[[0.6, 29.0], [0.4, -3.0]]","[[0.5, 7.0], [0.015625, 7.5], [0.078125, 8.5], [0.15625, 9.5], [0.15625, 10.5], [0.078125, 11.5], [0.015625, 12.5]]"
6558,22.0,25.0,-3.0,22.0,77.0,-55.0,22.0,-49.0,8,True,False,False,B,B,True,False,0,4,0.3125,0.3095695936834452,"[[1.0, 22.0], [0.0, 22.0]]","[[0.5, -21.0], [0.25, 77.0], [0.125, 75.0], [0.0625, 71.0], [0.03125, 63.0], [0.015625, 47.0], [0.0078125, 15.0], [0.0078125, -49.0]]"
6564,24.0,17.0,7.0,51.0,29.5,21.5,-3.0,13.0,3,False,False,False,A,A,True,False,-1,5,0.5375000000000001,0.3556683848755747,"[[0.5, 51.0], [0.5, -3.0]]","[[0.75, 13.0], [0.125, 28.5], [0.125, 29.5]]"
6567,-2.34,-4.0,1.66,63.0,26.0,37.0,-3.0,-49.0,2,False,False,False,A,A,False,False,-1,1,0.525,0.3714835124201342,"[[0.01, 63.0], [0.99, -3.0]]","[[0.4, -49.0], [0.6, 26.0]]"
6568,5.0,8.8,-3.8,5.0,96.0,-91.0,5.0,-13.0,2,True,False,False,B,B,False,True,0,1,0.3388888888888889,0.401671344859259,"[[1.0, 5.0], [0.0, 5.0]]","[[0.8, -13.0], [0.2, 96.0]]"
6568,5.0,8.8,-3.8,5.0,96.0,-91.0,5.0,-13.0,2,True,False,False,B,B,True,True,0,2,0.48,0.3447566429485338,"[[1.0, 5.0], [0.0, 5.0]]","[[0.8, -13.0], [0.2, 96.0]]"
6576,18.0,16.6,1.4,18.0,58.0,-40.0,18.0,12.0,2,True,False,True,A,B,True,True,0,5,0.625,0.3924283374069717,"[[1.0, 18.0], [0.0, 18.0]]","[[0.9, 12.0], [0.1, 58.0]]"
6581,-4.0,-4.2,0.2,-4.0,39.0,-43.0,-4.0,-30.0,6,True,False,True,A,B,False,True,0,1,0.8500000000000001,0.2476556749467561,"[[1.0, -4.0], [0.0, -4.0]]","[[0.4, -30.0], [0.3, 9.0], [0.15, 11.0], [0.075, 15.0], [0.0375, 23.0], [0.03750000000000005, 39.0]]"
6581,-4.0,-4.2,0.2,-4.0,39.0,-43.0,-4.0,-30.0,6,True,False,True,A,B,True,True,0,3,0.8266666666666667,0.198086080374405,"[[1.0, -4.0], [0.0, -4.0]]","[[0.4, -30.0], [0.3, 9.0], [0.15, 11.0], [0.075, 15.0], [0.0375, 23.0], [0.03750000000000005, 39.0]]"
6586,19.0,19.2,-0.2,19.0,36.0,-17.0,19.0,-48.0,2,True,False,False,B,B,False,False,0,1,0.2933333333333333,0.384460041889302,"[[1.0, 19.0], [0.0, 19.0]]","[[0.19999999999999996, -48.0], [0.8, 36.0]]"
6588,-9.4,-10.7,1.3,23.0,91.0,-68.0,-13.0,-22.0,2,False,False,True,A,B,True,False,1,4,0.5499999999999999,0.3759432581299116,"[[0.1, 23.0], [0.9, -13.0]]","[[0.9, -22.0], [0.1, 91.0]]"
6591,19.01,22.0,-2.99,20.0,72.0,-52.0,19.0,-28.0,2,False,False,False,B,B,False,False,0,1,0.4933333333333334,0.3614784456460256,"[[0.01, 20.0], [0.99, 19.0]]","[[0.5, -28.0], [0.5, 72.0]]"
6592,6.0,6.6,-0.6,7.0,10.0,-3.0,2.0,-7.0,2,False,False,False,B,B,False,False,0,1,0.4266666666666667,0.3990464825532174,"[[0.8, 7.0], [0.19999999999999996, 2.0]]","[[0.19999999999999996, -7.0], [0.8, 10.0]]"
6593,30.0,29.0,1.0,64.0,32.5,31.5,-4.0,26.0,7,False,False,False,A,A,True,False,0,4,0.6625000000000001,0.3324154027718932,"[[0.5, 64.0], [0.5, -4.0]]","[[0.25, 26.0], [0.0234375, 27.5], [0.1171875, 28.5], [0.234375, 29.5], [0.234375, 30.5], [0.1171875, 31.5], [0.0234375, 32.5]]"
6594,9.2,9.0,0.2,68.0,9.0,59.0,-30.0,9.0,1,False,True,False,A,A,False,False,0,1,0.6222222222222222,0.3281957012220812,"[[0.4, 68.0], [0.6, -30.0]]","[[1.0, 9.0]]"
6596,5.0,4.3,0.7,20.0,40.0,-20.0,-5.0,3.0,5,False,False,True,A,B,False,False,0,1,0.7444444444444446,0.3203347921861865,"[[0.4, 20.0], [0.6, -5.0]]","[[0.95, 3.0], [0.025, 26.0], [0.0125, 28.0], [0.00625, 32.0], [0.006250000000000045, 40.0]]"
6596,5.0,4.3,0.7,20.0,40.0,-20.0,-5.0,3.0,5,False,False,True,A,B,True,False,0,4,0.7733333333333333,0.3011090610836324,"[[0.4, 20.0], [0.6, -5.0]]","[[0.95, 3.0], [0.025, 26.0], [0.0125, 28.0], [0.00625, 32.0], [0.006250000000000045, 40.0]]"
6604,28.0,25.8,2.2,38.0,42.0,-4.0,-2.0,15.0,2,False,False,True,A,B,False,False,0,1,0.56,0.4289522117905442,"[[0.75, 38.0], [0.25, -2.0]]","[[0.6, 15.0], [0.4, 42.0]]"
6604,28.0,25.8,2.2,38.0,42.0,-4.0,-2.0,15.0,2,False,False,True,A,B,True,False,0,2,0.5125000000000001,0.4256367778595579,"[[0.75, 38.0], [0.25, -2.0]]","[[0.6, 15.0], [0.4, 42.0]]"
6606,13.9,14.5,-0.6,14.0,36.0,-22.0,12.0,-17.0,5,False,False,False,B,B,False,False,1,1,0.2266666666666667,0.3283436063174123,"[[0.95, 14.0], [0.050000000000000044, 12.0]]","[[0.25, -17.0], [0.375, 22.0], [0.1875, 24.0], [0.09375, 28.0], [0.09375, 36.0]]"
6612,0.0,-1.5,1.5,96.0,34.0,62.0,-24.0,-37.0,2,False,False,False,A,A,False,False,0,1,0.575,0.3785938897200182,"[[0.2, 96.0], [0.8, -24.0]]","[[0.5, -37.0], [0.5, 34.0]]"
6612,0.0,-1.5,1.5,96.0,34.0,62.0,-24.0,-37.0,2,False,False,False,A,A,True,False,0,4,0.5066666666666667,0.4333699618219101,"[[0.2, 96.0], [0.8, -24.0]]","[[0.5, -37.0], [0.5, 34.0]]"
6616,5.0,5.25,-0.25,5.0,93.0,-88.0,5.0,-24.0,2,True,False,False,B,B,True,False,0,5,0.3466666666666667,0.3159264531651691,"[[1.0, 5.0], [0.0, 5.0]]","[[0.75, -24.0], [0.25, 93.0]]"
6617,27.0,30.9,-3.9,105.0,33.0,72.0,1.0,12.0,2,False,False,True,B,A,True,False,0,2,0.3444444444444444,0.3551672716477029,"[[0.25, 105.0], [0.75, 1.0]]","[[0.09999999999999998, 12.0], [0.9, 33.0]]"
6618,9.0,8.89,0.11,9.0,129.0,-120.0,9.0,-2.0,8,True,False,True,A,B,True,True,0,2,0.6625,0.3981205847478877,"[[1.0, 9.0], [0.0, 9.0]]","[[0.010000000000000009, -2.0], [0.495, 3.0], [0.2475, 5.0], [0.12375, 9.0], [0.061875, 17.0], [0.0309375, 33.0], [0.01546875, 65.0], [0.015468750000000071, 129.0]]"
6621,7.0,7.2,-0.2,7.0,114.5,-107.5,7.0,-19.0,7,True,False,False,B,B,True,True,0,3,0.4933333333333334,0.3104528182847634,"[[1.0, 7.0], [0.0, 7.0]]","[[0.8, -19.0], [0.00625, 109.5], [0.03125, 110.5], [0.0625, 111.5], [0.0625, 112.5], [0.03125, 113.5], [0.00625, 114.5]]"
6622,1.4,2.0,-0.6,2.0,39.0,-37.0,-4.0,-35.0,2,False,False,False,B,B,True,False,0,3,0.4352941176470589,0.3690209622612721,"[[0.9, 2.0], [0.09999999999999998, -4.0]]","[[0.5, -35.0], [0.5, 39.0]]"
6631,-7.0,-8.3,1.3,5.0,81.0,-76.0,-15.0,-13.0,2,False,False,True,A,B,True,True,0,2,0.6124999999999999,0.3757215280851852,"[[0.4, 5.0], [0.6, -15.0]]","[[0.95, -13.0], [0.05, 81.0]]"
6632,7.25,11.25,-4.0,9.0,57.5,-48.5,2.0,-3.0,9,False,False,False,B,B,False,False,0,1,0.225,0.3172801075810878,"[[0.75, 9.0], [0.25, 2.0]]","[[0.75, -3.0], [0.001953125, 50.5], [0.013671875, 51.5], [0.041015625, 52.5], [0.068359375, 53.5], [0.068359375, 54.5], [0.041015625, 55.5], [0.013671875, 56.5], [0.001953125, 57.5]]"
6637,16.0,14.6,1.4,16.0,21.0,-5.0,16.0,13.0,2,True,False,True,A,B,True,True,0,3,0.65,0.322490309931942,"[[1.0, 16.0], [0.0, 16.0]]","[[0.8, 13.0], [0.2, 21.0]]"
6640,-2.0,-2.75,0.75,-2.0,60.5,-62.5,-2.0,-23.0,7,True,False,True,A,B,False,False,0,1,0.5499999999999999,0.3306559138036599,"[[1.0, -2.0], [0.0, -2.0]]","[[0.75, -23.0], [0.0078125, 55.5], [0.0390625, 56.5], [0.078125, 57.5], [0.078125, 58.5], [0.0390625, 59.5], [0.0078125, 60.5]]"
6640,-2.0,-2.75,0.75,-2.0,60.5,-62.5,-2.0,-23.0,7,True,False,True,A,B,True,False,0,3,0.5290322580645159,0.280705715874706,"[[1.0, -2.0], [0.0, -2.0]]","[[0.75, -23.0], [0.0078125, 55.5], [0.0390625, 56.5], [0.078125, 57.5], [0.078125, 58.5], [0.0390625, 59.5], [0.0078125, 60.5]]"
6641,19.0,14.5,4.5,19.0,30.0,-11.0,19.0,13.0,5,True,False,True,A,B,False,True,0,1,0.6,0.4131182235954577,"[[1.0, 19.0], [0.0, 19.0]]","[[0.75, 13.0], [0.125, 16.0], [0.0625, 18.0], [0.03125, 22.0], [0.03125, 30.0]]"
6641,19.0,14.5,4.5,19.0,30.0,-11.0,19.0,13.0,5,True,False,True,A,B,True,True,0,3,0.5176470588235295,0.4065637928382934,"[[1.0, 19.0], [0.0, 19.0]]","[[0.75, 13.0], [0.125, 16.0], [0.0625, 18.0], [0.03125, 22.0], [0.03125, 30.0]]"
6642,26.0,27.0,-1.0,26.0,111.5,-85.5,26.0,-29.0,3,True,False,False,B,B,True,False,0,3,0.4888888888888889,0.3708319563755004,"[[1.0, 26.0], [0.0, 26.0]]","[[0.6, -29.0], [0.2, 110.5], [0.2, 111.5]]"
6652,4.25,4.3,-0.05,14.0,61.0,-47.0,1.0,-2.0,2,False,False,False,B,B,True,False,0,2,0.1875,0.2963668897386031,"[[0.25, 14.0], [0.75, 1.0]]","[[0.9, -2.0], [0.1, 61.0]]"
6653,2.0,1.1,0.9,2.0,52.0,-50.0,2.0,-1.0,5,True,False,True,A,B,True,True,0,4,0.5444444444444445,0.3929110395080803,"[[1.0, 2.0], [0.0, 2.0]]","[[0.95, -1.0], [0.025, 38.0], [0.0125, 40.0], [0.00625, 44.0], [0.006250000000000045, 52.0]]"
6656,14.95,22.0,-7.05,52.0,51.0,1.0,13.0,-7.0,2,False,False,True,B,A,False,True,0,1,0.2875,0.2918332857414772,"[[0.05, 52.0], [0.95, 13.0]]","[[0.5, -7.0], [0.5, 51.0]]"
6656,14.95,22.0,-7.05,52.0,51.0,1.0,13.0,-7.0,2,False,False,True,B,A,True,True,0,2,0.2875,0.2825479310370779,"[[0.05, 52.0], [0.95, 13.0]]","[[0.5, -7.0], [0.5, 51.0]]"
6658,27.0,34.67,-7.67,27.0,35.0,-8.0,27.0,2.0,2,True,False,False,B,B,False,True,0,1,0.325,0.3714835124201341,"[[1.0, 27.0], [0.0, 27.0]]","[[0.010000000000000009, 2.0], [0.99, 35.0]]"
6665,0.98,1.8,-0.82,1.0,45.0,-44.0,-1.0,-8.0,6,False,False,False,B,B,True,False,0,4,0.3875000000000001,0.3612478373637689,"[[0.99, 1.0], [0.010000000000000009, -1.0]]","[[0.8, -8.0], [0.1, 45.0], [0.05, 43.0], [0.025, 39.0], [0.0125, 31.0], [0.012499999999999978, 15.0]]"
6672,0.9,-1.6,2.5,45.0,25.0,20.0,-4.0,-37.0,7,False,False,False,A,A,True,False,0,5,0.5578947368421053,0.3686548965476222,"[[0.1, 45.0], [0.9, -4.0]]","[[0.4, -34.0], [0.3, 25.0], [0.15, 23.0], [0.075, 19.0], [0.0375, 11.0], [0.01875, -5.0], [0.018750000000000024, -37.0]]"
6681,18.7,21.7,-3.0,20.0,28.0,-8.0,7.0,-35.0,2,False,False,False,B,B,True,False,0,4,0.4875,0.3862210075418823,"[[0.9, 20.0], [0.09999999999999998, 7.0]]","[[0.09999999999999998, -35.0], [0.9, 28.0]]"
6682,24.0,22.7,1.3,68.0,57.5,10.5,13.0,21.0,7,False,False,False,A,A,False,True,-1,1,0.5466666666666666,0.2875181153713043,"[[0.2, 68.0], [0.8, 13.0]]","[[0.95, 21.0], [0.0015625, 52.5], [0.0078125, 53.5], [0.015625, 54.5], [0.015625, 55.5], [0.0078125, 56.5], [0.0015625, 57.5]]"
6682,24.0,22.7,1.3,68.0,57.5,10.5,13.0,21.0,7,False,False,False,A,A,True,True,-1,4,0.8625,0.1892969448600091,"[[0.2, 68.0], [0.8, 13.0]]","[[0.95, 21.0], [0.0015625, 52.5], [0.0078125, 53.5], [0.015625, 54.5], [0.015625, 55.5], [0.0078125, 56.5], [0.0015625, 57.5]]"
6683,15.78,19.0,-3.22,16.0,34.5,-18.5,-6.0,-23.0,5,False,False,False,B,B,True,False,0,4,0.4774193548387097,0.3565666626961031,"[[0.99, 16.0], [0.010000000000000009, -6.0]]","[[0.25, -23.0], [0.09375, 31.5], [0.28125, 32.5], [0.28125, 33.5], [0.09375, 34.5]]"
6691,1.0,-6.25,7.25,82.0,13.5,68.5,-26.0,-12.0,7,False,False,False,A,A,True,False,0,3,0.5375000000000001,0.307408522978788,"[[0.25, 82.0], [0.75, -26.0]]","[[0.75, -12.0], [0.0078125, 8.5], [0.0390625, 9.5], [0.078125, 10.5], [0.078125, 11.5], [0.0390625, 12.5], [0.0078125, 13.5]]"
6692,23.0,26.25,-3.25,64.0,42.0,22.0,-18.0,-9.0,6,False,False,True,B,A,False,False,0,1,0.48,0.4195235392680606,"[[0.5, 64.0], [0.5, -18.0]]","[[0.25, -9.0], [0.375, 42.0], [0.1875, 40.0], [0.09375, 36.0], [0.046875, 28.0], [0.046875, 12.0]]"
6695,23.0,23.8,-0.8,40.0,49.0,-9.0,6.0,-14.0,2,False,False,False,B,B,True,False,0,5,0.2777777777777778,0.3227739248079803,"[[0.5, 40.0], [0.5, 6.0]]","[[0.4, -14.0], [0.6, 49.0]]"
6698,0.76,0.4,0.36,1.0,75.0,-74.0,-23.0,-17.0,7,False,False,True,A,B,True,False,0,2,0.575,0.3785938897200182,"[[0.99, 1.0], [0.010000000000000009, -23.0]]","[[0.8, -17.0], [0.1, 75.0], [0.05, 73.0], [0.025, 69.0], [0.0125, 61.0], [0.00625, 45.0], [0.0062499999999999336, 13.0]]"
6700,15.0,12.25,2.75,15.0,41.0,-26.0,15.0,12.0,4,True,False,True,A,B,True,True,0,2,0.7263157894736841,0.2684153192828811,"[[1.0, 15.0], [0.0, 15.0]]","[[0.99, 12.0], [0.005, 35.0], [0.0025, 37.0], [0.0025000000000000846, 41.0]]"
6701,-7.75,-6.4,-1.35,47.0,105.0,-58.0,-26.0,-34.0,3,False,False,False,B,B,True,False,0,2,0.4333333333333333,0.3895698985834929,"[[0.25, 47.0], [0.75, -26.0]]","[[0.8, -34.0], [0.1, 103.0], [0.09999999999999994, 105.0]]"
6703,-9.0,-9.5,0.5,-9.0,97.0,-106.0,-9.0,-45.0,2,True,False,True,A,B,True,True,0,4,0.6375000000000001,0.2655183609470351,"[[1.0, -9.0], [0.0, -9.0]]","[[0.75, -45.0], [0.25, 97.0]]"
6712,16.0,14.9,1.1,16.0,19.5,-3.5,16.0,-22.0,3,True,False,True,A,B,True,False,0,3,0.6625,0.3774917217635375,"[[1.0, 16.0], [0.0, 16.0]]","[[0.09999999999999998, -22.0], [0.45, 18.5], [0.45, 19.5]]"
6716,-5.75,-13.75,8.0,73.0,73.0,0.0,-32.0,-39.0,5,False,False,False,A,equal,False,True,0,1,0.8588235294117648,0.1970368732287556,"[[0.25, 73.0], [0.75, -32.0]]","[[0.75, -39.0], [0.125, 59.0], [0.0625, 61.0], [0.03125, 65.0], [0.03125, 73.0]]"
6716,-5.75,-13.75,8.0,73.0,73.0,0.0,-32.0,-39.0,5,False,False,False,A,equal,True,True,0,5,0.6133333333333333,0.2559761893688738,"[[0.25, 73.0], [0.75, -32.0]]","[[0.75, -39.0], [0.125, 59.0], [0.0625, 61.0], [0.03125, 65.0], [0.03125, 73.0]]"
6718,17.0,17.2,-0.2,17.0,105.0,-88.0,17.0,-34.0,5,True,False,False,B,B,False,False,0,1,0.3529411764705882,0.3776864557056943,"[[1.0, 17.0], [0.0, 17.0]]","[[0.6, -34.0], [0.2, 91.0], [0.1, 93.0], [0.05, 97.0], [0.04999999999999991, 105.0]]"
6719,-2.0,-3.5,1.5,-2.0,18.0,-20.0,-2.0,-25.0,2,True,False,True,A,B,True,False,0,2,0.5875,0.3685557397915997,"[[1.0, -2.0], [0.0, -2.0]]","[[0.5, -25.0], [0.5, 18.0]]"
6722,20.8,18.4,2.4,32.0,40.0,-8.0,-24.0,13.0,2,False,False,True,A,B,True,True,0,4,0.6555555555555556,0.3275977128093365,"[[0.8, 32.0], [0.19999999999999996, -24.0]]","[[0.8, 13.0], [0.2, 40.0]]"
6724,8.0,-1.0,9.0,8.0,47.0,-39.0,8.0,-23.0,6,True,False,True,A,B,True,False,0,2,0.5294117647058822,0.3933266865506855,"[[1.0, 8.0], [0.0, 8.0]]","[[0.5, -23.0], [0.25, 17.0], [0.125, 19.0], [0.0625, 23.0], [0.03125, 31.0], [0.03125, 47.0]]"
6728,-9.0,-17.25,8.25,-9.0,73.0,-82.0,-9.0,-46.0,4,True,False,True,A,B,False,False,0,1,0.6749999999999999,0.3924283374069717,"[[1.0, -9.0], [0.0, -9.0]]","[[0.75, -46.0], [0.125, 67.0], [0.0625, 69.0], [0.0625, 73.0]]"
6728,-9.0,-17.25,8.25,-9.0,73.0,-82.0,-9.0,-46.0,4,True,False,True,A,B,True,False,0,5,0.6499999999999999,0.2683281572999748,"[[1.0, -9.0], [0.0, -9.0]]","[[0.75, -46.0], [0.125, 67.0], [0.0625, 69.0], [0.0625, 73.0]]"
6729,22.0,16.0,6.0,22.0,60.0,-38.0,22.0,-28.0,2,True,False,True,A,B,True,True,0,4,0.51,0.3697794506259957,"[[1.0, 22.0], [0.0, 22.0]]","[[0.5, -28.0], [0.5, 60.0]]"
6730,17.2,14.2,3.0,22.0,155.0,-133.0,10.0,-17.0,8,False,False,True,A,B,False,False,0,1,0.525,0.3568379650952703,"[[0.6, 22.0], [0.4, 10.0]]","[[0.4, -17.0], [0.3, 29.0], [0.15, 31.0], [0.075, 35.0], [0.0375, 43.0], [0.01875, 59.0], [0.009375, 91.0], [0.009375000000000067, 155.0]]"
6730,17.2,14.2,3.0,22.0,155.0,-133.0,10.0,-17.0,8,False,False,True,A,B,True,False,0,5,0.6000000000000001,0.3464101615137754,"[[0.6, 22.0], [0.4, 10.0]]","[[0.4, -17.0], [0.3, 29.0], [0.15, 31.0], [0.075, 35.0], [0.0375, 43.0], [0.01875, 59.0], [0.009375, 91.0], [0.009375000000000067, 155.0]]"
6731,-9.35,-12.7,3.35,98.0,55.0,43.0,-15.0,-20.0,4,False,False,False,A,A,False,False,1,1,0.5375,0.4303099657998483,"[[0.05, 98.0], [0.95, -15.0]]","[[0.9, -20.0], [0.05, 55.0], [0.025, 53.0], [0.024999999999999956, 49.0]]"
6737,26.0,27.4,-1.4,26.0,41.0,-15.0,26.0,7.0,2,True,False,False,B,B,False,False,0,1,0.4499999999999999,0.2875181153713043,"[[1.0, 26.0], [0.0, 26.0]]","[[0.4, 7.0], [0.6, 41.0]]"
6741,-2.0,-6.0,4.0,-2.0,135.0,-137.0,-2.0,-13.0,8,True,False,True,A,B,True,False,0,4,0.7047619047619048,0.3442037049135155,"[[1.0, -2.0], [0.0, -2.0]]","[[0.75, -13.0], [0.125, 9.0], [0.0625, 11.0], [0.03125, 15.0], [0.015625, 23.0], [0.0078125, 39.0], [0.00390625, 71.0], [0.00390625, 135.0]]"
6744,19.0,16.4,2.6,19.0,29.0,-10.0,19.0,-34.0,2,True,False,True,A,B,True,False,0,3,0.5368421052631579,0.394701752826372,"[[1.0, 19.0], [0.0, 19.0]]","[[0.19999999999999996, -34.0], [0.8, 29.0]]"
6749,8.35,7.65,0.7,91.0,46.0,45.0,4.0,7.0,6,False,False,False,A,A,True,True,1,4,0.8250000000000001,0.2294921930407801,"[[0.05, 91.0], [0.95, 4.0]]","[[0.95, 7.0], [0.025, 16.0], [0.0125, 18.0], [0.00625, 22.0], [0.003125, 30.0], [0.0031250000000000223, 46.0]]"
6756,17.2,19.2,-2.0,28.0,24.0,4.0,10.0,0.0,2,False,False,True,B,A,True,False,0,2,0.4777777777777778,0.3507228762822756,"[[0.4, 28.0], [0.6, 10.0]]","[[0.19999999999999996, 0.0], [0.8, 24.0]]"
6758,-7.0,-7.6,0.6,-7.0,66.0,-73.0,-7.0,-26.0,2,True,False,True,A,B,True,False,0,5,0.5466666666666666,0.3961721607488101,"[[1.0, -7.0], [0.0, -7.0]]","[[0.8, -26.0], [0.2, 66.0]]"
6771,6.0,5.6,0.4,6.0,68.0,-62.0,6.0,-9.0,6,True,False,True,A,B,True,True,0,2,0.6444444444444444,0.3535071714427275,"[[1.0, 6.0], [0.0, 6.0]]","[[0.8, -9.0], [0.1, 68.0], [0.05, 66.0], [0.025, 62.0], [0.0125, 54.0], [0.012499999999999978, 38.0]]"
6772,17.18,21.75,-4.57,35.0,87.5,-52.5,17.0,1.0,9,False,False,False,B,B,True,False,0,5,0.4133333333333333,0.3067494712224262,"[[0.01, 35.0], [0.99, 17.0]]","[[0.75, 1.0], [0.001953125, 80.5], [0.013671875, 81.5], [0.041015625, 82.5], [0.068359375, 83.5], [0.068359375, 84.5], [0.041015625, 85.5], [0.013671875, 86.5], [0.001953125, 87.5]]"
6797,24.0,23.8,0.2,29.0,71.0,-42.0,9.0,12.0,2,False,False,True,A,B,True,True,0,3,0.5578947368421052,0.3167820657691696,"[[0.75, 29.0], [0.25, 9.0]]","[[0.8, 12.0], [0.2, 71.0]]"
6807,11.0,7.0,4.0,11.0,25.0,-14.0,11.0,-47.0,2,True,False,True,A,B,True,False,0,2,0.55,0.3614784456460256,"[[1.0, 11.0], [0.0, 11.0]]","[[0.25, -47.0], [0.75, 25.0]]"
6810,20.0,26.0,-6.0,22.0,101.0,-79.0,18.0,1.0,2,False,False,False,B,B,True,False,-1,2,0.4666666666666666,0.3497898528780825,"[[0.5, 22.0], [0.5, 18.0]]","[[0.75, 1.0], [0.25, 101.0]]"
6815,-4.2,-4.0,-0.2,15.0,-4.0,19.0,-33.0,-4.0,1,False,True,True,B,A,True,False,0,5,0.2133333333333332,0.2669046557070431,"[[0.6, 15.0], [0.4, -33.0]]","[[1.0, -4.0]]"
6821,9.73,17.5,-7.77,82.0,97.0,-15.0,9.0,-9.0,2,False,False,False,B,B,True,False,1,2,0.35,0.3829708431025352,"[[0.01, 82.0], [0.99, 9.0]]","[[0.75, -9.0], [0.25, 97.0]]"
6827,-0.2,1.0,-1.2,43.0,2.0,41.0,-29.0,-18.0,2,False,False,True,B,A,True,False,0,2,0.4470588235294118,0.3502100210210002,"[[0.4, 43.0], [0.6, -29.0]]","[[0.050000000000000044, -18.0], [0.95, 2.0]]"
6828,15.49,15.75,-0.26,64.0,88.5,-24.5,15.0,12.0,5,False,False,False,B,B,True,False,0,3,0.3125000000000001,0.3649200825751669,"[[0.01, 64.0], [0.99, 15.0]]","[[0.95, 12.0], [0.00625, 85.5], [0.018750000000000003, 86.5], [0.018750000000000003, 87.5], [0.00625, 88.5]]"
6829,19.0,12.36,6.64,19.0,48.0,-29.0,19.0,12.0,2,True,False,True,A,B,True,True,0,3,0.5875,0.3964425136973413,"[[1.0, 19.0], [0.0, 19.0]]","[[0.99, 12.0], [0.01, 48.0]]"
6832,27.85,30.0,-2.15,28.0,44.5,-16.5,25.0,-12.0,3,False,False,False,B,B,True,False,0,2,0.3999999999999999,0.3651483716701107,"[[0.95, 28.0], [0.050000000000000044, 25.0]]","[[0.25, -12.0], [0.375, 43.5], [0.375, 44.5]]"
6835,-3.0,-5.8,2.8,-3.0,3.5,-6.5,-3.0,-33.0,7,True,False,True,A,B,True,False,0,3,0.7625000000000001,0.2941088233970549,"[[1.0, -3.0], [0.0, -3.0]]","[[0.19999999999999996, -33.0], [0.025, -1.5], [0.125, -0.5], [0.25, 0.5], [0.25, 1.5], [0.125, 2.5], [0.025, 3.5]]"
6839,19.9,15.23,4.67,94.0,41.5,52.5,16.0,15.0,9,False,False,False,A,A,True,True,0,5,0.5375,0.370360185045135,"[[0.05, 94.0], [0.95, 16.0]]","[[0.99, 15.0], [7.8125e-05, 34.5], [0.000546875, 35.5], [0.001640625, 36.5], [0.0027343750000000003, 37.5], [0.0027343750000000003, 38.5], [0.001640625, 39.5], [0.000546875, 40.5], [7.8125e-05, 41.5]]"
6848,7.0,6.5,0.5,35.0,136.0,-101.0,-35.0,-3.0,8,False,False,True,A,B,True,False,0,3,0.6111111111111112,0.4142873241219246,"[[0.6, 35.0], [0.4, -35.0]]","[[0.5, -3.0], [0.25, 10.0], [0.125, 12.0], [0.0625, 16.0], [0.03125, 24.0], [0.015625, 40.0], [0.0078125, 72.0], [0.0078125, 136.0]]"
6861,21.0,25.0,-4.0,42.0,76.0,-34.0,-42.0,-9.0,2,False,False,False,B,B,True,False,1,2,0.4125,0.2963668897386031,"[[0.75, 42.0], [0.25, -42.0]]","[[0.6, -9.0], [0.4, 76.0]]"
6863,24.0,22.56,1.44,24.0,78.5,-54.5,24.0,22.0,3,True,False,True,A,B,True,True,0,5,0.7749999999999999,0.325576411921994,"[[1.0, 24.0], [0.0, 24.0]]","[[0.99, 22.0], [0.005, 77.5], [0.005, 78.5]]"
6867,5.0,9.5,-4.5,5.0,36.0,-31.0,5.0,-17.0,2,True,False,False,B,B,True,False,0,5,0.4645161290322581,0.3157513653670919,"[[1.0, 5.0], [0.0, 5.0]]","[[0.5, -17.0], [0.5, 36.0]]"
6868,8.8,7.6,1.2,25.0,8.0,17.0,7.0,7.0,2,False,False,False,A,A,True,False,0,2,0.5789473684210527,0.3994147765702842,"[[0.1, 25.0], [0.9, 7.0]]","[[0.4, 7.0], [0.6, 8.0]]"
6873,14.0,21.8,-7.8,14.0,30.0,-16.0,14.0,-11.0,2,True,False,False,B,B,True,True,0,5,0.43,0.3798891805167453,"[[1.0, 14.0], [0.0, 14.0]]","[[0.19999999999999996, -11.0], [0.8, 30.0]]"
6879,18.6,24.5,-5.9,68.0,29.0,39.0,16.0,-1.0,6,False,False,True,B,A,True,False,0,3,0.4588235294117647,0.3658189844879085,"[[0.05, 68.0], [0.95, 16.0]]","[[0.050000000000000044, 15.0], [0.475, 29.0], [0.2375, 27.0], [0.11875, 23.0], [0.059375, 15.0], [0.05937500000000009, -1.0]]"
6880,29.7,31.0,-1.3,43.0,81.0,-38.0,29.0,-19.0,2,False,False,False,B,B,True,False,0,2,0.2947368421052631,0.2778362511554969,"[[0.05, 43.0], [0.95, 29.0]]","[[0.5, -19.0], [0.5, 81.0]]"
